Version,Model,Ansatz,Data,Learning Rate,Number Qubits,Hidden Size,Sequence Length,Prediction Step,Batch Size,Num Parameters,MSE Testing Mean,MSE Testing Std,MSE Testing Min,MSE Testing Max,MSE Testing Median,MSE Testing Mad,MSE Validation Mean,MSE Validation Std,MSE Validation Min,MSE Validation Max,MSE Validation Median,MSE Validation Mad,MAE Testing Mean,MAE Testing Std,MAE Testing Min,MAE Testing Max,MAE Testing Median,MAE Testing Mad,MAE Validation Mean,MAE Validation Std,MAE Validation Min,MAE Validation Max,MAE Validation Median,MAE Validation Mad,Correlation Testing Mean,Correlation Testing Std,Correlation Testing Min,Correlation Testing Max,Correlation Testing Median,Correlation Testing Mad,Correlation Validation Mean,Correlation Validation Std,Correlation Validation Min,Correlation Validation Max,Correlation Validation Median,Correlation Validation Mad,Epochs to Convergance Mean,Epochs to Convergance Std,Epochs to Convergance Min,Epochs to Convergance Max,Epochs to Convergance Median,Epochs to Convergance Mad,Total Training Time Mean,Total Training Time Std,Total Training Time Min,Total Training Time Max,Total Training Time Median,Total Training Time Mad,Training Loss after 100 epochs Mean,Training Loss after 100 epochs Std,Training Loss after 100 epochs Min,Training Loss after 100 epochs Max,Training Loss after 100 epochs Median,Training Loss after 100 epochs Mad,Validation Loss after 100 epochs Mean,Validation Loss after 100 epochs Std,Validation Loss after 100 epochs Min,Validation Loss after 100 epochs Max,Validation Loss after 100 epochs Median,Validation Loss after 100 epochs Mad,Testing Loss after 100 epochs Mean,Testing Loss after 100 epochs Std,Testing Loss after 100 epochs Min,Testing Loss after 100 epochs Max,Testing Loss after 100 epochs Median,Testing Loss after 100 epochs Mad
1,lstm,layers_1,henon_1000,0.001,,8,4,1,64,402,3.665293763788213e-06,1.5405614989616105e-06,8.24742983240867e-07,5.619856437988346e-06,3.8005898659321247e-06,1.1730567166523542e-06,3.5184409796329417e-06,1.4269953050211348e-06,7.684008664909925e-07,5.535221134778112e-06,3.6392804076967877e-06,7.526833769588848e-07,0.00138541730702849,0.0003452146764860007,0.0006469642394222,0.0018797250231727,0.0014143369044176501,0.00021732738241554987,0.0013742663199081601,0.0003213780106686387,0.0006560534238815,0.0017817965708673,0.00148234586231405,0.00016873847926034992,0.9999774694442749,9.609962070447995e-06,0.999965250492096,0.9999952912330629,0.9999764859676362,6.973743438720703e-06,0.9999781548976898,8.914043514386787e-06,0.9999655485153198,0.9999953508377076,0.9999774098396301,4.649162292591491e-06,2315.2,317.445050363051,1767,2819,2227.5,218.5,50.264,6.884163275228152,38.45,61.45,50.03,5.540000000000003,0.035483612492680505,0.009523193116316253,0.0240543238818645,0.0564558841288089,0.03437528945505615,0.005154408235102898,0.03399448860436673,0.009397778565296007,0.0231642108410596,0.0551419220864772,0.032008197158575,0.00497454963624475,0.03543563950806852,0.00907524666565065,0.0254932977259159,0.0559788048267364,0.0334680471569299,0.004698095843195901
1,lstm,layers_1,henon_1000,0.001,,16,4,1,64,1314,4.1656073790363735e-06,2.1748158290495815e-06,1.4759668829356087e-06,8.31956640467979e-06,4.107346171622339e-06,1.8512870383347038e-06,3.684779835566587e-06,1.8254663884798433e-06,1.2459366871553357e-06,6.646169367741095e-06,3.818595928350987e-06,1.7804667322707246e-06,0.0014012998784891698,0.00034148349278143817,0.0008574547246098,0.0018596719019114,0.00144166289828715,0.0003327514277771499,0.0013769882207270202,0.0003362439661543223,0.0008099709521047,0.0018484272295609,0.00143654539715495,0.0003105708165094499,0.9999744653701782,1.359292255138049e-05,0.9999486804008484,0.9999910593032836,0.9999750256538391,1.1712312698419769e-05,0.9999772369861603,1.1484577728930197e-05,0.9999586939811708,0.9999920725822448,0.9999769032001495,1.0848045349176605e-05,1791.0,205.26373279271718,1542,2166,1744.0,184.0,39.849000000000004,4.411304682290718,34.49,47.7,38.565,3.5150000000000006,0.02513540649786588,0.0027036101490719514,0.0192365576513111,0.0281267846003174,0.0261309830471873,0.0018457165919244008,0.023942920379340586,0.0023305107003893885,0.0184998027980327,0.0266538113355636,0.0247829211875796,0.0012681176885962504,0.025928830355405757,0.0024359224497812913,0.0201449878513813,0.0286625698208808,0.0268227560445666,0.0012578722089529003
1,lstm,layers_1,henon_1000,0.001,,32,4,1,64,4674,4.864058951170591e-06,1.4436437843680145e-06,2.8935189675394213e-06,7.774722689646296e-06,4.656254304791219e-06,7.384810487565119e-07,4.107226345695381e-06,9.565356722616594e-07,2.378478711762e-06,5.578790023719193e-06,4.141335693930159e-06,5.896899892832153e-07,0.00149948669131841,0.00019717787582963745,0.0010814014822244,0.0017544094007462,0.00152040075045075,0.00011553848162289997,0.00145962814567605,0.00020193317376367303,0.0010089835850521,0.0017809139098972,0.0014821497607044,6.117537850514998e-05,0.9999706983566284,9.245570012077729e-06,0.999951958656311,0.9999823570251464,0.9999715983867645,5.751848220769684e-06,0.999975198507309,5.934566621489835e-06,0.9999658465385436,0.9999852776527404,0.9999748170375824,4.678964614923675e-06,1311.6,128.23743603176104,1070,1564,1300.0,67.0,33.773999999999994,5.131688221238699,26.47,45.56,32.21,2.5550000000000015,0.02121691917069253,0.003944089672143452,0.0141223602928221,0.0256843635812401,0.0217072562780231,0.0038292407523840503,0.020439909398555712,0.0035816622322039273,0.014015482738614,0.0249494165182113,0.020811654627323102,0.0031006122007966007,0.02235998958349224,0.0036924134635949297,0.0157312788069248,0.0271106921136379,0.02270551584661005,0.0030138641595840506
1,lstm,layers_1,henon_1000,0.001,,8,8,1,64,402,5.557936503919336e-06,2.375187575761564e-06,1.6864443068698165e-06,9.559990758134518e-06,5.636137530018459e-06,1.3876758657715982e-06,5.429510622434464e-06,2.334416814005035e-06,1.6308491694871918e-06,9.226778274751268e-06,5.5789737416489515e-06,1.6559903315283009e-06,0.0017020752071402502,0.0003766657234398443,0.0010094462195411,0.0022711663041263,0.0017827760893851,0.00031810440123080004,0.00168852385831991,0.00036865856254243435,0.0009997203014791,0.0022280002012848,0.0017579025588929,0.00031596590997650005,0.9999660134315491,1.4420106760002634e-05,0.9999426007270812,0.9999896287918092,0.9999653697013855,8.612871169988434e-06,0.999966275691986,1.4455884895303552e-05,0.9999433159828186,0.9999897480010986,0.9999656975269318,1.0490417480413239e-05,2239.0,351.16292515013595,1714,2875,2237.5,245.5,50.658,7.9174564097316,38.96,64.28,49.705,5.32,0.036550281820818736,0.007895106761978844,0.0243344784714281,0.0548869684338569,0.036463398952037054,0.0035743257962166965,0.03478218279778951,0.0074525181816103,0.0245926305651664,0.0528534837067127,0.03468699939548965,0.002755571156740199,0.03603464774787422,0.007360255882705849,0.0261876732110977,0.0538509786128997,0.03572288714349265,0.0030939448624849528
1,lstm,layers_1,henon_1000,0.001,,16,8,1,64,1314,4.2546155555101e-06,2.1440073694049708e-06,2.0279871932871174e-06,7.375700988632161e-06,3.194615032953152e-06,1.0410427648821496e-06,4.331213085606578e-06,2.0911523157356218e-06,2.172570702896337e-06,8.37438437883975e-06,3.4160923405579524e-06,1.2134643156969105e-06,0.00144111142726611,0.00038045827342888513,0.0010387827642261,0.0021146582439541,0.0012708787107839998,0.00022660259855914985,0.00144787054741751,0.0003465559657073822,0.0010518674971535,0.0020449359435588,0.00133815157460045,0.00028373883105815,0.9999742805957794,1.3087210665579811e-05,0.9999550580978394,0.9999879598617554,0.9999807775020599,6.377696990966797e-06,0.9999733626842499,1.3142370034502977e-05,0.9999474883079528,0.999987244606018,0.9999789595603943,7.867813110296051e-06,1606.8,193.13094003809954,1336,1993,1550.5,132.5,39.864,5.1629414097004815,32.39,48.98,39.05,5.070000000000004,0.02654980137012893,0.002565450730061259,0.0204311308450996,0.0299457507207989,0.026920309755951152,0.0016139826737343998,0.02565253209322686,0.0023249019644499855,0.0205861013382673,0.0288449823856353,0.0258696246892213,0.0016091177240014007,0.027110147476196222,0.00229972059741073,0.02203263156116,0.0304723531007766,0.0273705553263425,0.0015081092715263505
1,lstm,layers_1,henon_1000,0.001,,32,8,1,64,4674,6.483075526375614e-06,2.704112212305577e-06,3.666107431854471e-06,1.2958271327079274e-05,6.369015864038374e-06,2.2369322323356755e-06,6.3818307580731926e-06,3.216989104683127e-06,3.522867928040796e-06,1.4790482964599503e-05,6.263523800953408e-06,1.9550284378055945e-06,0.0017700158641673202,0.0003430733263550968,0.0012671734439209,0.0025097732432186,0.00173627230105915,0.00025687913876024993,0.0017785338801331297,0.00039529782293533513,0.0012250978033989,0.0026961762923747,0.0017509750905446,0.0002655813004820999,0.9999610424041748,1.6312871155444185e-05,0.9999229907989502,0.9999790191650392,0.999962329864502,1.2338161468450348e-05,0.9999613106250763,1.9464589206149554e-05,0.9999112486839294,0.9999799728393556,0.9999621510505676,1.2695789337102692e-05,1227.0,184.9502635845648,884,1586,1220.5,136.0,37.767,7.510451451144598,26.66,53.97,35.585,3.335000000000001,0.02411085427738722,0.0028904195383210023,0.0188764367252588,0.0272009916603565,0.024357910733669948,0.002194386161863803,0.02344025056809182,0.0024976942123018583,0.0189030691981315,0.0263791065663099,0.023742279969155698,0.0017559416592121523,0.024748397618532127,0.0025002358221751656,0.0200902316719293,0.0276404581964015,0.025055645965039702,0.0019435910508036475
1,lstm,layers_1,henon_1000,0.001,,8,16,1,64,402,5.380867878557183e-06,2.284758041694342e-06,9.332602530776056e-07,8.17627278593136e-06,5.858961458216072e-06,1.5803416317794472e-06,4.952397074475812e-06,2.0055343777930886e-06,8.958492685451347e-07,7.481964075850556e-06,5.241594408289529e-06,1.5244213500409387e-06,0.00168594002607273,0.00041169746336742276,0.0007688777404837,0.0021913757082074,0.0018032895168289,0.0002763278898783,0.00164634669781656,0.0003828719463017391,0.0007513706223107,0.0020924331620335,0.00173687352798875,0.0002550813369453,0.9999672174453735,1.3875546522948914e-05,0.9999502301216124,0.9999942183494568,0.9999645352363586,9.92417335515805e-06,0.9999695658683777,1.2276537043895497e-05,0.999954640865326,0.9999946355819702,0.9999677836894989,9.775161743108551e-06,2241.9,352.58515283545336,1730,2966,2154.0,223.0,58.334999999999994,10.886535031863902,44.64,86.52,54.54,3.365000000000002,0.036856169067323155,0.0074077678350777795,0.0270198503509163,0.0539705995470285,0.0361297915689647,0.00459048505872485,0.03563108686357733,0.007489348584334391,0.0262631885707378,0.0539356470108032,0.035183768719434697,0.0032652933150529515,0.03674849271774288,0.007396383732181797,0.0276316963136196,0.0548332296311855,0.03572606109082695,0.003478411585092548
1,lstm,layers_1,henon_1000,0.001,,16,16,1,64,1314,6.522336252601235e-06,4.984813244343594e-06,1.931609176608617e-06,1.7186408513225615e-05,4.602656190400012e-06,1.92800496279233e-06,6.25637778739474e-06,4.674170786042516e-06,2.1539397039305186e-06,1.6010639228625223e-05,4.448258550837636e-06,2.2419550305130542e-06,0.00173708871589036,0.0005743237826617523,0.0009620410273782,0.0028348544146865,0.0016771280788816,0.00038900546496735,0.00171704903477797,0.0005927797567407164,0.0010130327427759,0.002803660929203,0.0016304815653710998,0.00045451684854925004,0.9999604225158691,3.0732492403612564e-05,0.999893844127655,0.9999890327453612,0.9999718964099884,1.2397766113170228e-05,0.9999617516994477,2.908266986481756e-05,0.9999006986618042,0.9999870657920836,0.9999728798866272,1.4096498489324372e-05,1576.7,97.51722924693873,1391,1707,1607.0,48.5,44.792,2.772485527464481,39.62,48.48,45.71,1.4349999999999987,0.027447207672521422,0.002092581186215603,0.023844414576888,0.0299246374517679,0.0279159173369407,0.0015472486615181,0.027090098336338943,0.0016282513093365712,0.0237265788018703,0.0288227312266826,0.0274102101102471,0.0009704632684587999,0.02811484225094312,0.0015026538261346707,0.0247671492397785,0.0296260714530944,0.028605942614376448,0.0007817512378096494
1,lstm,layers_1,henon_1000,0.001,,32,16,1,64,4674,5.586690576819819e-06,2.037220425885452e-06,3.502195795590524e-06,1.0119409125763925e-05,4.6185084556782385e-06,9.78940761342528e-07,6.047144893273071e-06,2.548803921043392e-06,3.561865241863416e-06,1.2175336451036856e-05,5.100835323901265e-06,1.2907951258966936e-06,0.00166437644511457,0.00029881357640506174,0.0013268461916595,0.0022167360875755,0.0014849210856482,0.0001029777922668001,0.00172175058396529,0.0003311435889680502,0.0013671538326889,0.0023968124296516,0.0015586563386022498,0.00017736951122059984,0.9999666035175323,1.2275259318204268e-05,0.9999399781227112,0.9999790787696838,0.9999721050262451,6.854534149225433e-06,0.9999632954597473,1.5760933328906367e-05,0.9999250173568726,0.9999783635139464,0.9999691247940063,8.285045623779297e-06,1194.2,177.73001997411694,880,1440,1245.5,86.0,46.297999999999995,6.845557391476606,33.39,54.78,48.36,3.650000000000002,0.024950589574873387,0.0020362589056549317,0.0222367472946643,0.0285277683287858,0.02448638277128335,0.0015094534959644006,0.024752963893115473,0.0020595300902751285,0.0216586478054523,0.0285752397030591,0.02404748369008295,0.0013616001233458502,0.02559022381901735,0.0020160211196803535,0.0229121651500463,0.0294431820511817,0.0248004207387566,0.0012379800900816501
1,lstm,layers_2,henon_1000,0.001,,8,4,1,64,978,2.828150491041015e-06,1.569273578616332e-06,1.8537566575105304e-06,7.179308340710122e-06,2.2140179680718575e-06,2.4043947632890195e-07,2.645527047206997e-06,1.1799354903733805e-06,1.7164281871373532e-06,5.740228971262695e-06,2.1863876327188336e-06,1.3547924027079716e-07,0.00119057240081014,0.00027224923626510184,0.000943140767049,0.0018676832551136,0.0010808804072439501,6.0191261582049987e-05,0.00119631770066912,0.000244376126767104,0.000972453970462,0.0018046068726107,0.0010915243183262499,3.2629061024650016e-05,0.9999829173088074,9.62304760626968e-06,0.9999562501907348,0.999988853931427,0.9999868869781494,1.2218952178955078e-06,0.9999837398529052,7.357096701328254e-06,0.9999644160270692,0.9999891519546508,0.9999866783618926,8.046627044677734e-07,1485.4,181.47958562879737,1222,1767,1461.5,185.5,46.224000000000004,5.297377086823251,38.51,54.66,45.695,5.289999999999999,0.025402394398115542,0.015896428786829526,0.0085718841757625,0.0618275143206119,0.020834612706676102,0.006165849324315749,0.024356986209750128,0.015530140921052578,0.0080540105700492,0.0603009313344955,0.01997681148350235,0.00554984202608465,0.025720903556793868,0.015570013063712104,0.0087847746908664,0.0613427944481372,0.02161649707704775,0.00548353977501395
